,MOS,Dist,Ref
1660,5.64,I25_08_1.bmp,I25.BMP
1661,4.24,I25_08_2.bmp,I25.BMP
1662,2.96,I25_08_3.bmp,I25.BMP
1663,1.7692,I25_08_4.bmp,I25.BMP
1664,5.8462,I25_09_1.bmp,I25.BMP
1665,5.16,I25_09_2.bmp,I25.BMP
1666,3.6,I25_09_3.bmp,I25.BMP
1667,1.76,I25_09_4.bmp,I25.BMP
1668,5.9615,I25_10_1.bmp,I25.BMP
1669,4.8077,I25_10_2.bmp,I25.BMP
1670,2.8462,I25_10_3.bmp,I25.BMP
1671,0.84,I25_10_4.bmp,I25.BMP
1672,6.44,I25_11_1.bmp,I25.BMP
1673,6.0769,I25_11_2.bmp,I25.BMP
1674,5.375,I25_11_3.bmp,I25.BMP
1675,4.7692,I25_11_4.bmp,I25.BMP
1676,5.6667,I25_12_1.bmp,I25.BMP
1677,4.52,I25_12_2.bmp,I25.BMP
1678,4.52,I25_12_3.bmp,I25.BMP
1679,4.5385,I25_12_4.bmp,I25.BMP
1680,6.0,I25_13_1.bmp,I25.BMP
1681,3.92,I25_13_2.bmp,I25.BMP
1682,4.56,I25_13_3.bmp,I25.BMP
1683,3.1923,I25_13_4.bmp,I25.BMP
1684,4.68,I25_14_1.bmp,I25.BMP
1685,4.0769,I25_14_2.bmp,I25.BMP
1686,3.0,I25_14_3.bmp,I25.BMP
1687,2.3462,I25_14_4.bmp,I25.BMP
1688,2.36,I25_15_1.bmp,I25.BMP
1689,3.3077,I25_15_2.bmp,I25.BMP
1690,3.8846,I25_15_3.bmp,I25.BMP
1691,4.28,I25_15_4.bmp,I25.BMP
1692,6.6538,I25_16_1.bmp,I25.BMP
1693,6.2308,I25_16_2.bmp,I25.BMP
1694,5.8462,I25_16_3.bmp,I25.BMP
1695,4.6,I25_16_4.bmp,I25.BMP
1696,7.24,I25_17_1.bmp,I25.BMP
1697,5.0,I25_17_2.bmp,I25.BMP
1698,6.4615,I25_17_3.bmp,I25.BMP
1699,3.5,I25_17_4.bmp,I25.BMP
